,A apol,A AMR,A nH,A nC,A nN,A nO,A nS,A MW,A nBondsD,A nBonds,A nBonds2,A Sv,A Sse,A Spe,A Sare,A Sp,A Si,A Mv,A Mse,A Mpe,A Mare,A Mp,A Mi,A ETA_dEpsilon_A,A ETA_dAlpha_B,A ETA_BetaP,A FMF,A fragC,A HOMO,A LOMO,A Bandgap,B apol,B AMR,B nH,B nC,B nN,B nO,B nS,B MW,B nBondsD,B nBonds,B nBonds2,B Sv,B Sse,B Spe,B Sare,B Sp,B Si,B Mv,B Mse,B Mpe,B Mare,B Mp,B Mi,B ETA_dEpsilon_A,B ETA_dAlpha_B,B ETA_BetaP,B FMF,B fragC,B HOMO,B LOMO,B Bandgap,Time (s),Potential (v)
B Sv,-0.08534948209686183,-0.08245953784456984,-0.07896629196507432,-0.08357341386351352,-0.044369311149754107,-0.059909427213509704,-0.07198706848819392,-0.08035149596642753,-0.07994568578024752,-0.08157426461951894,-0.08628774705364341,-0.08397278558298066,-0.08486977691077158,-0.08455400575024365,-0.08447142977976567,-0.085328343475171,-0.08585232595788292,-0.0343024027136066,-0.04391491973245944,-0.04314521576281927,-0.042932657939521425,-0.03523763868298376,0.018386475985046263,-0.04435557237536833,0.016224334221811108,-0.0059262975605345386,-0.01346796177744812,-0.08684517025614967,0.07595534831470514,0.04316489630828808,0.016848917421805047,0.9991370654633712,0.9975384638160951,0.6452820827461243,0.9876606350075607,0.8586620635828223,0.90224923310821,0.8852831122450852,0.9895906357918284,0.9636459246275898,0.992627570546184,0.993125516607998,1.0,0.9945547174798652,0.9959954296645076,0.9959572259534072,0.999201141459489,0.9871623529244692,0.676616276075737,0.681353969014531,0.6882133602032242,0.6813906175134002,0.6923216228960957,-0.53043996262411,0.6946369711150886,-0.41766368197720355,0.429523303301992,0.3554560895675651,0.940086708304835,-0.09097302645995792,-0.8051740817369953,-0.7771231323373516,-1.2929688101635071e-18,0.021536371839959424
B Sse,-0.08269133344848355,-0.07934273238611332,-0.08041415640624512,-0.0813804078781802,-0.03711520246285238,-0.059375763073687436,-0.06854722575051216,-0.0773800919035326,-0.07548744823271261,-0.07855464330483067,-0.08405312284096052,-0.08127159291263415,-0.08264162605423682,-0.08225983257550543,-0.08218235525249606,-0.08265852995609133,-0.08367566406914706,-0.031773883096295356,-0.04235494997971141,-0.041155652331781055,-0.04100721045660445,-0.03211617884079266,0.01899614239278128,-0.04209871031883917,0.013078328537904962,0.00026491843234559585,-0.01110118314960869,-0.08277178132002612,0.07083427412218972,0.042359726609009475,0.01775930093038899,0.9973055642308761,0.9902935619229825,0.7175354272932578,0.9855705571765684,0.833499842785336,0.8742905846894145,0.8490459903006883,0.9730539685389215,0.9339037102861263,0.9753641069288821,0.9983986461517615,0.9945547174798652,1.0,0.9998700953228143,0.9998614076594801,0.9973784386879743,0.9981996808504254,0.6055709739583023,0.6188515682630517,0.6216866303197697,0.6155453696301354,0.6242017310682334,-0.47260303129592185,0.6296711691665651,-0.41420631740635305,0.3554126872642847,0.28022507741380887,0.9105420464406014,-0.05309268244048432,-0.7541148630783477,-0.7380535611084232,-1.441600325268045e-17,0.021748546794883476
B Spe,-0.08317292289797983,-0.07985797672869603,-0.08003609193457138,-0.08174425225218004,-0.037946034953007045,-0.05986507459375108,-0.06929681408162622,-0.07799515830181515,-0.0762234396930785,-0.07914620420245189,-0.0844701721215316,-0.08178463925558961,-0.08308382899740305,-0.08271591238466741,-0.08263922926332129,-0.08314323929171753,-0.08407876764509985,-0.03225611914888789,-0.042927645716230645,-0.04176044388943307,-0.04161572305457701,-0.032585701603032494,0.018987806471102174,-0.04272725657826514,0.013004977863014194,-0.0004194832807890662,-0.011415437244216911,-0.08354312112315053,0.0717815815941258,0.04276219375633643,0.017837348580324035,0.9980991114958384,0.9917517448129209,0.7062416415258941,0.9857002387958694,0.8389909692649642,0.8806926793809979,0.8564295397200713,0.9765979201908118,0.9391705262683522,0.9786138834986826,0.9980292431187903,0.9959954296645076,0.9998700953228143,1.0,0.9999980890171336,0.9981929145922912,0.9971269999463914,0.6155561698453396,0.6302206915612655,0.6332105133534349,0.6271609517812841,0.6333218009875203,-0.47852490595700775,0.6410384425376999,-0.4106530782738553,0.3647193132877021,0.2892594493941591,0.9158545579326796,-0.06130787849052751,-0.7622160471105454,-0.7435512866368391,-9.751054546381034e-19,0.02128018851437804
B Sare,-0.083184762137349,-0.07985919691619785,-0.07995920942210967,-0.08174196138745658,-0.0378409378455083,-0.059996872941130555,-0.06936330666324635,-0.07803820028532404,-0.07623122672534785,-0.07917942797484065,-0.08448137912301551,-0.08180559913415252,-0.0831037047423833,-0.0827372986102942,-0.082661152270048,-0.08315549307201048,-0.08408709844758323,-0.03229506860950706,-0.04304037447361886,-0.0418631210088707,-0.041722557629877643,-0.03258949821269519,0.01902648316833328,-0.04282351107332541,0.012820236694463062,-0.0003441124158508211,-0.011409650679903093,-0.0835828789164609,0.0718240732307279,0.04285455945696585,0.01791308924143165,0.9980271521614331,0.991625852171903,0.7059742165370017,0.985399829194697,0.839276476150045,0.88122305046708,0.8568394701585614,0.9767030257133669,0.9391757379307634,0.9785854606357315,0.9979335698639438,0.9959572259534072,0.9998614076594801,0.9999980890171336,1.0,0.9981282614919951,0.997087250208891,0.6151458185325661,0.6307106496157885,0.633543963459563,0.6275613629842802,0.6327586701807573,-0.4774924635451586,0.6413912548647575,-0.4091561447233005,0.36395252183517246,0.2884076917513706,0.915899110375451,-0.06210876359703217,-0.7621499259148173,-0.7432304268043477,-1.3479023698551816e-17,0.021124286721462396
B Sp,-0.08405163622933014,-0.08105420363796935,-0.08039397897151009,-0.08247442935019322,-0.04279352563427386,-0.05825092778621167,-0.06996579632457262,-0.07863446037246113,-0.07798253541123831,-0.07987627664731085,-0.08516585366000581,-0.0825607655009331,-0.08369602733140921,-0.08333673553617588,-0.08325191179971604,-0.0840256515304209,-0.08482917559599507,-0.03241408561067293,-0.04200688258654095,-0.04110394528372299,-0.04089986027655181,-0.03346328090538901,0.017604771825835044,-0.04229569898257578,0.016526564696640992,-0.0036751809968421315,-0.012081959754991692,-0.0846759333803359,0.07391676206950659,0.04158303019104126,0.01598516348410843,0.9999907053644039,0.9970516775982232,0.6741901201096853,0.9902241943737186,0.8492910940014026,0.887495979812213,0.8700629584463991,0.9835712627194299,0.9542313109134709,0.9873440106398791,0.9965744684355105,0.999201141459489,0.9973784386879743,0.9981929145922912,0.9981282614919951,1.0,0.9922956466932493,0.6547002556144452,0.6545468984462023,0.6612966369239166,0.654093973595168,0.6733389569694918,-0.5179697224348672,0.6684409756459979,-0.43305816739956765,0.41033253054711394,0.33484867323841894,0.929816570761564,-0.07220875632107082,-0.7872193315087753,-0.7651155208746072,-1.277988224113589e-18,0.02252983262891593
B Si,-0.08062549415802234,-0.07717567678067858,-0.08199521480478288,-0.07984201864413902,-0.034614693780906966,-0.05673134108243166,-0.06509758216691205,-0.07467341002852595,-0.07252471992519686,-0.07597391400587421,-0.08221872619083723,-0.07905699712023664,-0.08069803677399072,-0.0802595955185629,-0.08017747475102081,-0.08057863494168829,-0.08193714300196056,-0.02958744879615165,-0.039409599081392035,-0.03817412240593155,-0.03800078267120665,-0.03008934012152349,0.018558927761679313,-0.039061662734051254,0.01378050039571244,0.0023825128314584297,-0.009750771373134267,-0.07945361128499975,0.06629601780505129,0.04065258780283711,0.017600191186741825,0.9923141159615023,0.9829449365107343,0.7573852872217117,0.9834910499015955,0.8161319924651821,0.8460358135292113,0.8183103740916505,0.957628687916662,0.9129506963229386,0.9614154396195334,0.9976546800850044,0.9871623529244692,0.9981996808504254,0.9971269999463914,0.997087250208891,0.9922956466932493,1.0,0.5674128941971894,0.5730615473941203,0.5761127909437829,0.5695738479396019,0.58925878975643,-0.44832236835068234,0.5845909155132087,-0.42587575998717714,0.32347241879975136,0.24780549126821752,0.88967577747146,-0.01702344638825857,-0.7236388119292783,-0.7190136724829479,1.1013368596482217e-18,0.025592853498781067
B Mv,-0.09395374974104555,-0.09762564828024656,-0.04333168807100969,-0.09389658186297203,-0.0792352714806489,-0.05881364379270379,-0.08800799818094975,-0.09254544592811807,-0.10675675172460353,-0.09573617777215464,-0.0904364103468793,-0.09348667252179867,-0.08824317753432248,-0.08865610097030477,-0.08849354824889316,-0.09387341022448344,-0.087614066534564,-0.07567966181605684,-0.06191834743871818,-0.06738383793011121,-0.06551432744156363,-0.08155110663998713,0.04269765535008518,-0.06997167155267772,0.05420282760125193,-0.07894991027201831,-0.05576997529588298,-0.10475682742248947,0.09057725969334234,0.060637488509066,0.028999881311838546,0.655332566859887,0.7008600919855708,-0.008857694643028206,0.668953244658481,0.6168227253678763,0.7423497013194452,0.7558685208194504,0.7282014829801464,0.8028914001880023,0.7415864925525448,0.60936375690965,0.676616276075737,0.6055709739583023,0.6155561698453396,0.6151458185325661,0.6547002556144452,0.5674128941971894,1.0,0.8732837845852371,0.9168307251163044,0.9020780826464277,0.9935321011778,-0.8946931045341422,0.9054037593263462,-0.4031751948052376,0.8865409543302929,0.8646427337136153,0.7107949608355438,-0.23764387712080587,-0.9424644735084388,-0.8679244107668657,1.4477329982074606e-18,0.0442467612528811
B Mse,-0.0879582194726224,-0.08720075150388198,-0.030316497972991675,-0.07974564176494692,-0.06062681118118199,-0.08270046845586432,-0.09747326491302524,-0.09421755600459925,-0.09623128514352591,-0.09338626696571463,-0.08559306985870971,-0.0894714716260849,-0.0863143356192638,-0.08693631611722238,-0.086965233666361,-0.08812834323253677,-0.08377571082425253,-0.06337857735611631,-0.08076587802716047,-0.08133829070357668,-0.0815564171059514,-0.05948562529170311,0.026389509357753308,-0.08216784323343784,-0.008579605973177029,-0.036704074388274006,-0.03592881550929714,-0.10323145717912871,0.1017777612305366,0.0663677907704461,0.03086729687660835,0.6531611821822011,0.6849551047930906,-0.057077472080002335,0.6035147197809547,0.6902629366444477,0.8884217238882509,0.894930248458027,0.7702994356879587,0.8212113010288637,0.7450702017912451,0.5992143217672216,0.681353969014531,0.6188515682630517,0.6302206915612655,0.6307106496157885,0.6545468984462023,0.5730615473941203,0.8732837845852371,1.0,0.9945182322853604,0.9969643371553844,0.8389524866908938,-0.6111559356067469,0.9954979298170961,-0.08711814786927792,0.6486686195293975,0.5824568215605517,0.7464628646230309,-0.5188211848504483,-0.8847460513522957,-0.7207339590136064,0.0,-0.03321265466954469
B Mpe,-0.09133531511085165,-0.09153576341859833,-0.033448523214685756,-0.08478833213912144,-0.06729507984161671,-0.07914927475159543,-0.09718886401847905,-0.09607644125661458,-0.10096629417310835,-0.09615170148310742,-0.08861817395079204,-0.09249191703645745,-0.08875529331565872,-0.08935954124148594,-0.08934897653824816,-0.09145240620346548,-0.0865857066954812,-0.06796647535944214,-0.07835880534265154,-0.08024295641865674,-0.08000671548331595,-0.06599719293859234,0.03034157404412224,-0.08146310261189378,0.0042065704506407675,-0.048571104154685754,-0.04153801374376258,-0.10586415478186302,0.09915808799857577,0.06784073814573122,0.033165249285099035,0.6602832408834897,0.6956911503336993,-0.06091954899347082,0.6222456959918711,0.6962957046942803,0.872060556816732,0.8802575325071589,0.7725716050156152,0.8310619633880864,0.7548356370961032,0.6062324384584534,0.6882133602032242,0.6216866303197697,0.6332105133534349,0.633543963459563,0.6612966369239166,0.5761127909437829,0.9168307251163044,0.9945182322853604,1.0,0.9993376647391021,0.8853376190696193,-0.6743543251293684,0.9978618207032548,-0.13413717993966573,0.716040290237485,0.6554540983242823,0.752029785294947,-0.4642997428133189,-0.9174857413541448,-0.7708461097064472,0.0,-0.013960673047342713
B Mare,-0.09046435061795816,-0.09039166322784047,-0.03213095179069388,-0.08347435499207509,-0.06605349919985555,-0.08024820534461272,-0.09712954987325399,-0.09570096814765587,-0.09982153355835684,-0.09554909617249575,-0.08781957652866391,-0.0917652946063984,-0.08814813957051416,-0.0887698164287678,-0.08877226643865543,-0.09059552345018672,-0.08585813681810421,-0.06713222879757681,-0.07920982173841776,-0.08086360834203642,-0.08075714354308529,-0.06448552507300345,0.029246647555065997,-0.0819439365066461,-0.00013337090445756996,-0.046358468641407455,-0.040387315718975594,-0.10521694086545505,0.09840428441832816,0.06834403495619074,0.033903722218173,0.6529459959844334,0.687197824625802,-0.06863656504628074,0.6107573360654792,0.6976379154233678,0.8748774808131942,0.8820067241563699,0.7682282261880001,0.8250807296507773,0.7480333842553281,0.5985368445619305,0.6813906175134002,0.6155453696301354,0.6271609517812841,0.6275613629842802,0.654093973595168,0.5695738479396019,0.9020780826464277,0.9969643371553844,0.9993376647391021,1.0,0.8679401295383345,-0.6485169173662367,0.9977376716015562,-0.10373015441567934,0.6963131160065843,0.6333329373210084,0.748232057391172,-0.4782051582891156,-0.9083023349478757,-0.7572310384491494,0.0,-0.017914405792142242
B Mp,-0.09148858117665795,-0.09512090106144533,-0.04788952868168022,-0.09136997775640524,-0.0774639523829825,-0.05393620451051596,-0.08526766794458651,-0.08892018168172473,-0.1035817020318641,-0.09181840639631353,-0.0881252683170356,-0.09055627484496408,-0.08586987797749866,-0.08615630515818125,-0.08597815665544725,-0.09141224203875782,-0.08569769634948605,-0.06891032392778774,-0.05609337107926911,-0.06080499410781723,-0.05895362462762048,-0.07611935545248738,0.0384549468416727,-0.06386536180511407,0.059899830504050566,-0.07152291344771916,-0.049627460223973616,-0.10054014788355593,0.09499085885285022,0.05304519733209659,0.020160205398648184,0.6741441586397907,0.7205924603540381,0.03932190186258257,0.6930086415397423,0.6184954518062081,0.7242266426369761,0.7518842049671867,0.7353166472173398,0.8115275786834336,0.7509015292259463,0.6300603939965025,0.6923216228960957,0.6242017310682334,0.6333218009875203,0.6327586701807573,0.6733389569694918,0.58925878975643,0.9935321011778,0.8389524866908938,0.8853376190696193,0.8679401295383345,1.0,-0.9098813492243342,0.877409983979534,-0.5024811359946754,0.8933555280348678,0.8576196168860607,0.7125530011940501,-0.21943631044212156,-0.928201690137769,-0.8594357651101732,-1.809305022014095e-18,0.04375877387125833
B Mi,0.07853297827528412,0.08509913065455907,0.035783833814529896,0.08503059607203371,0.06419575185900528,0.03609963458263094,0.06697086874818309,0.07352042811387569,0.09151407146039564,0.0795734151088948,0.07511738612651597,0.07715360069051917,0.07071551390541785,0.07099205286687038,0.07072629053553872,0.07826900984338174,0.07068404338118305,0.07730643985619416,0.04417932451197905,0.051735299921726055,0.04853853747424732,0.0881421629136316,-0.05824328972769923,0.05410145414442852,-0.08836400215621926,0.09251054554899205,0.06802033653966123,0.08810414224680589,-0.07249213324202569,-0.04409607266057434,-0.018899098327443496,-0.5201865302115747,-0.5640541491136443,-0.06253419862010509,-0.5847794042584761,-0.3041412762354778,-0.5052847253154856,-0.48550705870775507,-0.5388564801208012,-0.5960137660428039,-0.5811535731856359,-0.49629961808922424,-0.53043996262411,-0.47260303129592185,-0.47852490595700775,-0.4774924635451586,-0.5179697224348672,-0.44832236835068234,-0.8946931045341422,-0.6111559356067469,-0.6743543251293684,-0.6485169173662367,-0.9098813492243342,1.0,-0.6512243287576436,0.5905460235528105,-0.824731176961127,-0.9116184606062686,-0.5179662811418846,0.02498817750718636,0.7667671611802429,0.7596563490210277,0.0,-0.06651950567166647
B ETA_dEpsilon_A,-0.0906620142947625,-0.09049183892514563,-0.035643273565574944,-0.08308162728995155,-0.06611886107916091,-0.07944518502097696,-0.09797849817494497,-0.09549020430383401,-0.09985820812629317,-0.0948519114331483,-0.08800125185662651,-0.09172835057078778,-0.08849548162601036,-0.08905050017335095,-0.08904884264856659,-0.09081076709817157,-0.08641465082919993,-0.0635752580894472,-0.07780892798118343,-0.07878741658576671,-0.0787670187434418,-0.06153938623130398,0.026146553462108577,-0.08029862750487063,0.002056614364686242,-0.04155983430498165,-0.035752793249438995,-0.10418596473859772,0.10462832590986441,0.06491593438548869,0.028513511481340976,0.6672813348037011,0.7031538161837685,-0.049099297336317724,0.6245910734680002,0.7114138707217476,0.876620046829104,0.8942287929317051,0.7796382276594415,0.8401492367365861,0.7577369135292397,0.6118182106878008,0.6946369711150886,0.6296711691665651,0.6410384425376999,0.6413912548647575,0.6684409756459979,0.5845909155132087,0.9054037593263462,0.9954979298170961,0.9978618207032548,0.9977376716015562,0.877409983979534,-0.6512243287576436,1.0,-0.1504997147320324,0.7107301511856973,0.6213332806049092,0.7530647931159341,-0.48064913242619217,-0.9109172975411113,-0.759071710064563,1.1607664066311382e-18,-0.024849236021244572
B ETA_dAlpha_B,0.02971263336528396,0.032353910442416534,0.05405145357285888,0.03201777070739735,0.016331418681615185,-0.005622649937209655,0.02386936213308313,0.019740374839390822,0.0310384265994051,0.020135549786243205,0.02888526952200518,0.025894366485688353,0.026585050087554428,0.02584327880282873,0.02560578530709857,0.029617368883775672,0.02936393509713605,-0.003702036867343421,-0.01008991632263115,-0.012286511713590085,-0.013713940739612128,0.010432169352856157,-0.004466568619107089,-0.00752472413103058,-0.08295721372125128,-0.008314976205754783,-0.009555874854085758,0.022364498645329745,-0.07746078193142132,0.024024996452327675,0.04896425848709367,-0.43517326647910787,-0.46220217997188856,-0.4223884646739821,-0.4973819462512503,-0.20031841819025897,-0.1667432992742203,-0.2532308667591852,-0.36025762641250775,-0.3938416909858843,-0.39179594826598746,-0.4372828718261755,-0.41766368197720355,-0.41420631740635305,-0.4106530782738553,-0.4091561447233005,-0.43305816739956765,-0.42587575998717714,-0.4031751948052376,-0.08711814786927792,-0.13413717993966573,-0.10373015441567934,-0.5024811359946754,0.5905460235528105,-0.1504997147320324,1.0,-0.45314239717114585,-0.37368316453733647,-0.29409763770440217,-0.11177536288149899,0.30636213860232636,0.34223824520303864,-5.405384052363499e-18,-0.027087165548910212
B ETA_BetaP,-0.08223388281958463,-0.0890016338487478,-0.039779455727905866,-0.0842092920095587,-0.07173018655554819,-0.040284714319506365,-0.07875707070362706,-0.07845988632753868,-0.1006686498318687,-0.08034058691661994,-0.0766429537722006,-0.08065804196512417,-0.07488677021691313,-0.07513262632102662,-0.0748847670454153,-0.08210266134170834,-0.07486585514553411,-0.06544523309925837,-0.04590396119955549,-0.05072389072861303,-0.04825933105715912,-0.07738738404344193,0.03990130392349958,-0.05654509589450143,0.08707891557354402,-0.08295705919548634,-0.03827570426989956,-0.08861787232589499,0.09927243263489911,0.042731039298691285,0.008718245223642725,0.41160983335367984,0.47430559534476674,-0.1527709427024695,0.4477675044235692,0.46514381316147896,0.43273857191988124,0.48660552650927186,0.4693404886146771,0.5860499744477613,0.4882748288623083,0.3615314328198535,0.429523303301992,0.3554126872642847,0.3647193132877021,0.36395252183517246,0.41033253054711394,0.32347241879975136,0.8865409543302929,0.6486686195293975,0.716040290237485,0.6963131160065843,0.8933555280348678,-0.824731176961127,0.7107301511856973,-0.45314239717114585,1.0,0.8325054088439989,0.443861551715452,-0.03596556063007975,-0.7878325399493986,-0.7772540622092255,-7.420425293515225e-19,0.03866305161965271
B FMF,-0.05571003070396472,-0.06329098116875838,-0.006536178565595237,-0.06599729008350375,-0.057734208802729135,-0.01707528550509445,-0.04155435225971488,-0.05175740624495821,-0.07215919472746468,-0.059578725810336,-0.05179591574859524,-0.05509700886295511,-0.04697069792647878,-0.047501810203843156,-0.04724202848215705,-0.05535204409171643,-0.04649962610782943,-0.07663073917968026,-0.029547707442750204,-0.04037872292861259,-0.036833818475608376,-0.08612722897869202,0.059973236475416254,-0.0412894213897121,0.0791595523599835,-0.10566215616150834,-0.08060854065584716,-0.06763517871688265,0.032882306403016676,0.04514939407563848,0.033018537173013195,0.3367998229703383,0.38373153963031736,-0.1975359638328542,0.39479895697595435,0.2888303684537289,0.38314360353197663,0.38016272624624287,0.3889679963863611,0.47123159066223447,0.4328782490853401,0.30374301591446934,0.3554560895675651,0.28022507741380887,0.2892594493941591,0.2884076917513706,0.33484867323841894,0.24780549126821752,0.8646427337136153,0.5824568215605517,0.6554540983242823,0.6333329373210084,0.8576196168860607,-0.9116184606062686,0.6213332806049092,-0.37368316453733647,0.8325054088439989,1.0,0.4042893805779535,-0.08764507841935855,-0.727459567931579,-0.7003822177253797,-2.6764048932210687e-18,0.11937784228461357
B fragC,-0.08026235750159592,-0.07673682332224162,-0.07273596550243948,-0.07419419746916552,-0.06571105587688839,-0.05354081496193581,-0.06929667523720157,-0.07692450706451688,-0.0757713714315385,-0.07723170972323168,-0.08124940866225132,-0.07926903143165813,-0.08066061382334154,-0.08047507080660306,-0.08045233341093896,-0.08037472179799977,-0.08197070942838364,-0.022361071308927807,-0.037162711068747946,-0.036333012206792886,-0.03681858142637531,-0.02281031263651933,-0.003933744265696022,-0.03764243232984109,0.004964385484858991,-0.008616291242719561,-0.004112126701332691,-0.0852507722266206,0.06927041432219064,0.03405539525507179,0.010203671443482741,0.9295004045531788,0.9286102007273377,0.41964233837247417,0.9107779441930474,0.8802945245892594,0.9186620245864963,0.9196589558312989,0.9614656087742036,0.9505060796923146,0.9657002052009124,0.9099713427260541,0.940086708304835,0.9105420464406014,0.9158545579326796,0.915899110375451,0.929816570761564,0.88967577747146,0.7107949608355438,0.7464628646230309,0.752029785294947,0.748232057391172,0.7125530011940501,-0.5179662811418846,0.7530647931159341,-0.29409763770440217,0.443861551715452,0.4042893805779535,1.0,-0.17626304098175885,-0.790699439172754,-0.7355120823401523,1.0348543126453602e-18,0.009569925811310562
B HOMO,-0.07977002276227775,-0.08277368075634282,-0.09010464966430132,-0.08420487966773342,-0.11766303910981198,-0.008559276256841527,-0.031513816533001324,-0.06542458965522982,-0.07917500428860841,-0.07032836498780204,-0.07922673307598777,-0.07697197632181026,-0.07715271735618263,-0.07678689946351325,-0.07661480408042652,-0.07956699953376621,-0.08230160293205752,-0.05579329377700172,-0.012051034283627781,-0.024201892232161584,-0.021633523392621715,-0.06693443341381067,0.015209768827361591,-0.02815394139592674,0.0837110543040775,-0.13514725606873645,-0.037457816718611925,-0.054011681575602634,-0.08016275649212204,0.061561379027536986,0.08634677521723538,-0.06938958644093156,-0.08739000806074798,0.3347324464949605,0.019680368324783027,-0.19314319712760294,-0.3766811071227447,-0.4534837357038896,-0.19204767821241928,-0.23422154502466103,-0.13842937941266165,-0.023789496959065553,-0.09097302645995792,-0.05309268244048432,-0.06130787849052751,-0.06210876359703217,-0.07220875632107082,-0.01702344638825857,-0.23764387712080587,-0.5188211848504483,-0.4642997428133189,-0.4782051582891156,-0.21943631044212156,0.02498817750718636,-0.48064913242619217,-0.11177536288149899,-0.03596556063007975,-0.08764507841935855,-0.17626304098175885,1.0,0.16224048380409964,-0.15556432942809503,-9.044567132746911e-19,0.18281041130301273
B LOMO,0.1074477432755099,0.1094752753598849,0.056218260101199034,0.1090024886931879,0.07917968263750388,0.07163527184930643,0.0944763702660117,0.10512038785472426,0.11747980519258149,0.10892949657416483,0.10441731374719593,0.1071319527705507,0.10220079512966215,0.10257569117683879,0.10241858108620759,0.10730714922468582,0.10156661105997722,0.08593892409043487,0.07034427109117887,0.07675530722792469,0.07478810350311856,0.08963703734783621,-0.052256522348444114,0.07875387542956494,-0.046644514453866213,0.08219627978313775,0.0632919723698921,0.11446452580575645,-0.08222271493228325,-0.08188431940976751,-0.05241609477337795,-0.787339450676794,-0.8183033647777456,-0.18799268492059348,-0.7836464031085673,-0.7666176476681669,-0.8382176523763298,-0.8298159060789759,-0.8441387869387388,-0.8919248424967652,-0.8479675894980755,-0.7502861405823789,-0.8051740817369953,-0.7541148630783477,-0.7622160471105454,-0.7621499259148173,-0.7872193315087753,-0.7236388119292783,-0.9424644735084388,-0.8847460513522957,-0.9174857413541448,-0.9083023349478757,-0.928201690137769,0.7667671611802429,-0.9109172975411113,0.30636213860232636,-0.7878325399493986,-0.727459567931579,-0.790699439172754,0.16224048380409964,1.0,0.9494994730512297,4.5966023669610275e-18,-0.0795143762729629
B Bandgap,0.13293013792944738,0.13591498550626244,0.08493108877398628,0.13589677875543388,0.11668057255497895,0.07443496992980025,0.10460005977484246,0.1260386660458991,0.14278391933125034,0.13141123242366,0.1297236523760212,0.13172427658767782,0.12684522150032976,0.12710420247154172,0.1268921981517271,0.13272483315228284,0.12784759711600802,0.1037737410094608,0.07425287774423382,0.08453464297327018,0.08174860334141586,0.11101855741420556,-0.05714985157446583,0.08779206595874368,-0.07331387292522559,0.12526011185489574,0.07527178585118925,0.13176388578282938,-0.05682197850985644,-0.10154886540299778,-0.07992984861271281,-0.766132214667227,-0.791406045923962,-0.29463611823424934,-0.7907577419636279,-0.7060364900425797,-0.7193528061006896,-0.6865200969825949,-0.7839904001322201,-0.8184179832244728,-0.8048729982521857,-0.7435385397532878,-0.7771231323373516,-0.7380535611084232,-0.7435512866368391,-0.7432304268043477,-0.7651155208746072,-0.7190136724829479,-0.8679244107668657,-0.7207339590136064,-0.7708461097064472,-0.7572310384491494,-0.8594357651101732,0.7596563490210277,-0.759071710064563,0.34223824520303864,-0.7772540622092255,-0.7003822177253797,-0.7355120823401523,-0.15556432942809503,0.9494994730512297,1.0,1.1504019510386558e-18,-0.13773128873119753
Time (s),4.403566398256649e-19,0.0,0.0,1.3565096307909071e-18,0.0,1.1335454938734444e-18,4.557758666397253e-19,7.488477429276524e-19,1.7522512316002007e-19,9.889746222617548e-19,5.573118562924155e-19,-7.538308513268503e-19,-5.509816754129673e-19,0.0,-5.4912351652731795e-19,-7.568660728844979e-19,1.2853485227527372e-18,0.0,0.0,0.0,0.0,-1.8986192366742753e-18,0.0,-5.606186200461295e-19,6.309221882657686e-19,1.3781300890059066e-18,-2.847721301647936e-19,7.897396041180414e-19,0.0,1.2986697536753977e-18,8.837080537407317e-19,0.0,0.0,8.694785398697593e-19,0.0,0.0,-1.278003137469834e-18,8.799670407776543e-19,0.0,0.0,0.0,0.0,-1.2929688101635071e-18,-1.441600325268045e-17,-9.751054546381034e-19,-1.3479023698551816e-17,-1.277988224113589e-18,1.1013368596482217e-18,1.4477329982074606e-18,0.0,0.0,0.0,-1.809305022014095e-18,0.0,1.1607664066311382e-18,-5.405384052363499e-18,-7.420425293515225e-19,-2.6764048932210687e-18,1.0348543126453602e-18,-9.044567132746911e-19,4.5966023669610275e-18,1.1504019510386558e-18,1.0,-0.006014523643620282
Potential (v),-0.2703357625026757,-0.25549407927762763,-0.21736698896052808,-0.20120517682841657,-0.3249536563247951,-0.24014815022649827,-0.27912256534021546,-0.28696823813921246,-0.25602479852180854,-0.26576509128193954,-0.27236254628319917,-0.27408746776726,-0.28829447240766737,-0.2888450303436376,-0.2896225112059972,-0.27217835621974884,-0.2901769049818178,-0.08793948841626048,-0.2288304879902294,-0.2224610160396867,-0.23131911438209776,-0.06385391060574734,-0.12254102510103786,-0.23033691952889412,-0.14677235510966122,-0.09590977505519097,0.0772690103039535,-0.2647050983416133,-0.033057217586424034,0.20591600420872908,0.2111005847402655,0.023128429105073966,0.018964456823352734,0.042617424436537356,0.04168197352345627,0.03291738950429999,-0.03291571775115424,-0.04570679305677913,0.007034383062595801,0.0036498713352368147,0.02316579479832348,0.03062028913889706,0.021536371839959424,0.021748546794883476,0.02128018851437804,0.021124286721462396,0.02252983262891593,0.025592853498781067,0.0442467612528811,-0.03321265466954469,-0.013960673047342713,-0.017914405792142242,0.04375877387125833,-0.06651950567166647,-0.024849236021244572,-0.027087165548910212,0.03866305161965271,0.11937784228461357,0.009569925811310562,0.18281041130301273,-0.0795143762729629,-0.13773128873119753,-0.006014523643620282,1.0
